X,Y,sitename,featurelocation,objectid
438531.7925,385523.1044,QUEEN MARY ROAD,Outside No. 218 Queen Mary Road,1371
432449.7984,387712.397700001,STANNINGTON VIEW ROAD,just before bend @ top of road,1372
433227.9838,380287.482999999,BIRCHITT ROAD,o/s No 2,1373
434958.7375,383378.0184,AISTHORPE ROAD,Adj no71,1374
440192.9826,387599.2301,OLIVERS MOUNT,opp 67,1375
434956.2722,381505.3444,GREENFIELD ROAD,junction Meadow View Road opposite 2,1376
430711.4922,393363.9899,BRIDGE HILL,nr Cock Inn car park,1377
435016.6508,387531.9593,GARDEN STREET,on the junction with Borad Lane,1378
431425.028,385598.3728,CARR BANK LANE,o/s Clarendon Court,1379
434968.6233,388089.7097,DUN LANE,Approx 10m from jct Dun Fields,1380
429574.4735,385762.4858,CRIMICAR DRIVE,Adj no71,1381
429714.4334,394564.8462,DON AVENUE,opposite 77/end of cul de sac,1382
432483.867,388423.724099999,RANGELEY ROAD,Outside 33,1383
433958.1416,380494.9037,LOWEDGES ROAD,"o/s shops near Telephone box, side of Grennell Mower PH",1384
434918.9304,383707.864,WARMINSTER ROAD,(Possibly PRIVATE) o/s Nursing Home,1385
434736.4672,384110.4087,MILLMOUNT ROAD,o/s 39,1386
443363.827,383518.918,SPRINGWELL GROVE,junction severnairs road,1387
436472.8523,391173.437000001,MERLIN WAY,On the Green - o/s 9,1388
442237.9227,385059.2371,REVILL LANE,Revill Lane at the junction with Beaver Hill Road,1389
433929.152,388793.8181,PRIMROSE HILL,Jct Whitehouse Lane,1390
444362.0895,381849.9858,LONG ACRE VIEW,"Nr Jct New Street
This is a private road with limited access. It has no road number in Symology - June 2019.",1391
435301.5836,386730.878599999,EYRE STREET,jct Matilda Street,1392
439753.9991,387653.364600001,LOGAN ROAD,jct Senior Road,1393
430889.4865,389170.4903,FURNESS CLOSE,Bottom,1394
435801.9022,390814.299799999,LONGLEY HALL ROAD,o/s Blood Transfusion Centre,1397
436152.746,380696.216,JORDANTHORPE GREEN,near junction Jordanthorpe Parkway,1398
440596.9494,383145.345000001,WEAKLAND DRIVE,Jct Weakland Crescent,1399
430852.796,393368.498600001,WATERSIDE GARDENS,Jct Station Lane,1400
439503.7285,384120.096000001,WINGFIELD CRESCENT,Middle - opp 99,1401
436189.1397,390148.960200001,GODDARD HALL ROAD,o/s 21,1403
433284.1738,397428.236500001,HENRY STREET,Near lighting column no. 3 o/s 13,1404
431157.418,389988.5561,WOODSTOCK ROAD,Jct Normandale Avenue,1405
431533.6567,383981.5156,BENTS CRESCENT,at school gates,1406
430869.8715,385558.994100001,STUMPERLOWE LANE,o/s flats near junction with Fulwood Road,1407
435823.3311,393292.860300001,ST MARGARET'S ROAD,o/s 39,1408
433702.149,391596.8158,AVISFORD ROAD,Nr No. 1 & The Shops,1409
441488.6033,382862.765900001,WOOLDALE DRIVE,side of no 11,1410
431944.2607,391130.7292,QUEENSWOOD GATE,Opp 14,1411
430907.568,390125.247,LEE ROAD,opp 5A,1412
437402.2191,384198.853399999,HURLFIELD ROAD,Access road to Hurlfield House (290) - bin 2 of 2 [THIS BIN IS BEHIND A LOCKED GATE],1413
432213.4702,391148.1742,SOUTHWOOD,Jct Middlewood Drive,1415
432869.068,389821.354,MAY ROAD,jct Clarence Road,1416
432787.277,389423.537900001,LOXLEY NEW ROAD,Opp no26,1417
440351.832,382981.841800001,NEWSTEAD WAY,Located on the junction with Newstead Avenue,1420
434471.5533,383276.0176,CAWTHORNE CLOSE,o/s 32,1422
432321.5135,385408.087300001,GREYSTONES ROAD,o/s nursing home just above 144,1423
433057.4759,385370.668,PENRHYN ROAD,Jct Roach Road,1424
435244.8411,386897.710899999,FURNIVAL GATE,jct The Moor,1426
432860.0397,387847.968900001,SPRINGVALE ROAD,Jct Crookes,1427
428573.5808,395290.0386,CARR HOUSE LANE,outside Fairhurst Farm,1428
432149.2659,380033.375800001,LONGFORD CRESCENT,o/s 32,1429
434551.5964,387518.0233,UPPER ALLEN STREET,jct Brook Drive,1430
426718.6894,397745.965600001,CEDAR ROAD,Opp No 7,1431
429996.4063,385522.4845,CRIMICAR LANE,Jct Castlewood Road,1432
426252.6208,398617.905999999,RIDAL CROFT,c.d.s below bench at Jct Ridal Close,1433
435715.9639,387635.8596,EXCHANGE STREET,Opp jct with Castle Street on Waingate,1434
431686.8664,388425.023700001,ROSCOE DRIVE,block 82 to 104 Roscoe Drive next to the bin refuse collection point near garages,1435
437523.9327,385250.9023,BRIMMESFIELD CLOSE,across from garage at number 8,1436
434972.8613,395971.2336,STEVEN CLOSE,opposite 22,1437
440097.9501,386470.453199999,RICHMOND PARK VIEW,Near No.22,1438
441559.0903,383532.484200001,BIRLEY SPA LANE,Adj Hackenthorpe Community Centre approx 30m from jct Four Wells Drive,1439
431529.5012,384353.6391,TRAP LANE,opp 6,1440
426434.3502,397903.910399999,SYCAMORE ROAD,Opposite No 11,1441
439156.2486,383448.258300001,JAUNTY AVENUE,Opp no127 Jaunty Avenue,1442
431427.0563,387684.0658,LONG LANE,Jct Hagg Lane,1444
441573.9067,382303.086100001,MOORTHORPE RISE,opp 56 in CDS,1445
430406.4661,391214.245300001,STUBBING LANE,Stubbing House Farm,1446
430451.2533,388626.9659,STANNINGTON ROAD,Adj Manor House,1448
430693.6663,380746.2017,OLD HAY CLOSE,o/s 88,1449
435391.8835,391017.2217,EVERINGHAM PLACE,opposite 15,1450
433811.9567,388339.258199999,BIRKENDALE ROAD,On Remote F/P @ Top of Road,1451
430990.2082,384625.9212,WHITELEY WOOD ROAD,Jct Trap Lane,1452
431132.7983,389962.0637,NORMANDALE AVENUE,Adj no1,1455
435771.3213,383328.412599999,HARVEY CLOUGH ROAD,jct Woodland Road,1456
435383.0696,395931.225099999,WILLOW CRESCENT,California Drive jct,1457
433089.78,383765.657400001,DEWAR DRIVE,side of 24,1458
429551.3791,395140.7313,CARLTON RISE,Jct The Grove,1459
429161.1733,387717.986099999,BINGLEY LANE,opp Wood Bank Road,1460
434781.8562,388815.411900001,BARDWELL ROAD,Adj rail bridge,1461
433760.7219,383175.156400001,HUTCLIFFE WOOD ROAD,junction Archer road,1462
430194.0074,381573.414899999,NEWFIELD CROFT,Adj no2,1463
435238.9871,389959.644400001,FIRSHILL CRESCENT,o/s Flats 933/939,1464
431170.3381,392841.9694,LANGSETT ROAD SOUTH,outside 180,1465
434649.6137,381847.736400001,CHANCET WOOD RISE,Opp No. 1,1466
441728.3614,386150.9146,BALLIFIELD CRESCENT,opp No 12,1467
426679.4759,397591.9597,CEDAR ROAD,Jcn with Poplar Avenue [o/s 37],1468
430742.2462,382149.1601,ASH HOUSE LANE,o/s bungalow,1469
431035.4983,381015.6646,BUSHEY WOOD ROAD,junction Savage Lane/Bushey Wood Grove,1470
432210.6092,384837.2607,ANSELL ROAD,o/s 43,1473
431769.2428,391174.646600001,QUEENSWOOD ROAD,Adj flats 94/110,1475
431406.7569,386254.2651,SNAITHING LANE,Jct Ivy Park Road,1477
438302.1675,388316.3848,WILFRED DRIVE,outside 16,1478
434048.0375,396831.8573,SHEPLEY CROFT,Jct Charlton Drive,1480
432538.7379,387614.4857,MULEHOUSE ROAD,opp no 133 (o/s crookes social club),1481
433266.3233,384216.3684,KNAB CLOSE,Outside 14,1482
426799.021,398364.2886,WHITWELL CRESCENT,Jct Hole House Lane,1483
437962.8667,384475.034399999,HURL DRIVE,outside 1,1484
426988.7069,398217.6206,OLIVE ROAD,Opposite 2/4/6,1485
434250.8413,381515.5615,BOCKING RISE,o/s 2,1486
429277.1071,385654.946599999,BLACKBROOK ROAD,Jct Moorside,1488
438295.5467,382740.3709,CHARNOCK DALE ROAD,Opp 1,1489
433516.6433,388942.4956,GROUSE CROFT,outside 1,1490
433573.7404,393054.7684,GRIMSELL CLOSE,junction Grimsell Crescent,1491
430743.5984,380546.4289,KINGS COPPICE,o/s 2,1492
433710.9877,384639.9771,CHELSEA ROAD,jct Union Road,1493
434160.5826,392884.587200001,MANSEL AVENUE,opposite 13,1494
428494.791,397433.0252,ST JOAN AVENUE,Jct St Mary Crescent,1495
430771.4832,387095.914100001,MOORBANK COURT,cul-de-sac opposite Garage Area,1497
433651.1203,386079.715,WALTON ROAD,opp 43 at junction Thompson Road,1498
431311.3698,388739.3037,WOODFARM CLOSE,o/s 26-48 @ end of cul de sac,1499
434275.7002,386554.989,BROOMHALL ROAD,opp Broomhall Nursery,1500
440967.2021,382833.804199999,MOORTHORPE WAY,opp jcn Darfield Avenue,1501
426982.1191,394905.038799999,BOLSTERSTONE ROAD,Outside White Lea Lane,1502
436139.0015,389777.366599999,DEVON ROAD,o/s Grosvenor Residential Home,1503
427986.0625,397491.7784,COULTAS AVENUE,o/s 12,1504
436048.9572,381166.7513,HAZLEBARROW GROVE,Front of flats 38-54,1505
442190.3981,385782.0002,FLOCKTON DRIVE,Halfway along,1506
440312.3216,384462.5779,LINLEY LANE,Jct Normanton Hill,1507
432994.9289,384087.0054,RANELAGH DRIVE,o/s 12,1508
433697.2267,395377.593499999,PENISTONE ROAD,Jct Woodseats,1509
433190.7738,388509.429500001,CAMM STREET,jct Greenhow Street,1510
434756.9974,384251.598300001,BINFIELD ROAD,opp 9 - o/s Meersbrook Bank school,1511
435754.4189,384180.2787,CARFIELD PLACE,Jct Carfield Avenue,1512
426678.9235,398236.1653,RUNDLE ROAD,Jct Pot House Lane,1513
431889.0271,391522.506999999,NORTHWOOD DRIVE,o/s 53,1514
431434.1305,383293.512599999,PARKHEAD ROAD,opp 83,1515
442247.454,385276.225,BADGER CLOSE,jct Badger Road,1516
440027.2981,386212.776900001,RICHMOND PARK WAY,outside Woodview Care Home No 2,1517
442797.2676,381050.4146,OLIVE ROAD,Jct William Crescent,1518
430872.0235,379452.8619,TOTLEY HALL LANE,jct Totley Hall Mead,1519
428497.0007,397590.1402,ST DAVID ROAD,Jct St Matthias Road,1520
436101.0577,385408.687100001,EAST BANK ROAD,jct East Road,1521
428400.2531,397630.578600001,ST DAVID ROAD,junc helliwell lane,1522
439841.1906,383996.8212,YOULGREAVE DRIVE,between 27 & 29,1523
434997.8438,382685.9165,WELLCARR ROAD,jct Cobnar Road,1524
435176.5226,390047.849199999,STANDISH DRIVE,outside 3,1525
439975.2965,386459.646299999,RICHMOND PARK RISE,opp 86-90,1526
436160.5376,393242.964600001,CROSS HILL CLOSE,adjacent electrical sub station,1527
431962.7132,388603.842499999,RIVELIN PARK DRIVE,nr Rivelin Park Crescent - o/s Hollins Court,1528
434852.1289,385335.3781,VINCENT ROAD,Jct South View Road,1530
433982.2997,397165.2018,NEWGATE CLOSE,o/s Sheltered Housing - near garages,1531
436184.102,384541.295399999,ABNEY DRIVE,before flats - nr Abney Road jct,1532
430799.9864,392340.023,WALSHAW ROAD,Jct Haggstones Road,1533
431145.0669,388365.6907,HALL PARK HEAD,aside flats 2-48,1534
434007.3564,388829.278000001,PRIMROSE HILL,top of road off Langsett opp St Bartholomews Church,1535
434893.3377,382989.999399999,OLIVET ROAD,Adj no6,1536
433846.1325,387087.6765,CLAREMONT CRESCENT,o/s hospital,1539
431206.1299,380016.9005,THE CRESCENT,o/s 1,1540
433339.3498,387897.3247,TOWNEND STREET,junction Springvale Road,1541
433743.9762,393761.756100001,NIGHTINGALE ROAD,Outside 4,1542
431879.4133,390982.591600001,DYKEWOOD DRIVE,jct Worrall Road,1543
433270.149,388304.508199999,HADFIELD STREET,opp 147,1544
436567.6375,388851.2217,HARLESTON STREET,Halfway between East Earsham Street & Forncett Street,1545
433543.8768,384181.2884,GLENORCHY ROAD,Junction Glentilt Road,1546
433948.7505,384048.636399999,FOSSDALE ROAD,Dovedale Road jct (o/s school),1548
434154.3411,381223.2052,HEMPER LANE,o/s Library,1549
438042.6212,383365.1021,LITTLEWOOD DRIVE,opp 22,1550
430537.6863,392900.0527,BIRKS WOOD DRIVE,Highcliffe Drive jct,1551
432303.9762,385162.2776,GREYSTONES CLOSE,o/s 2,1552
436978.6868,390564.971100001,WILLOUGHBY STREET,O/S 2,1553
432186.4676,385301.297800001,GREYSTONES CLOSE,o/s 73,1554
435633.8019,387390.639799999,ARUNDEL GATE,nr Esperanto Place,1555
430529.2928,388893.0897,GREAVES LANE,o/s 76,1557
435565.4668,384364.006100001,KENT ROAD,Junction with Upper Valley Road,1558
430642.6212,390047.9091,LEATON CLOSE,jct Hanson Rd,1560
426846.2075,398483.3145,HOLE HOUSE LANE,jct Edward Street,1561
440655.0606,390679.7983,MAPLEBECK ROAD,on junction with Ferrars Road,1562
427242.696,397969.7115,STANLEY ROAD,o/s 26,1563
439755.6316,384631.1697,HOLLYBANK CLOSE,junction Hollybank Drive,1564
435133.7059,389941.4396,STANDISH WAY,Junction with Standish Bank,1565
438574.9718,391813.2938,MERTON RISE,Outside 11,1566
433940.3241,389115.426100001,LANGSETT CRESCENT,Langsett Close Jct,1567
438611.6211,382497.010600001,CHARNOCK WOOD ROAD,Jct Arnold Avenue,1568
430731.6431,380416.236199999,TOTLEY BROOK ROAD,jct Totley Brook Grove,1569
443859.1408,381356.767000001,JAMES WALTON COURT,Jct James Walton Drive,1570
433342.5736,391874.656199999,BIRLEY RISE ROAD,Adj no104,1571
443453.4838,381578.7634,SHORTBROOK WAY,End of cul-de-sac adj Shortbrook Walk,1572
431863.2612,388558.135600001,HOLLINS LANE,o/s 1,1575
430624.6469,391863.3895,GRANGE FARM DRIVE,jct Kirk Edge Avenue,1576
435528.2486,396264.9695,LOUND SIDE,PRIVATE - Adj Rail bridge,1577
443551.5341,380931.6786,MORTON GARDENS,outside 58,1578
442350.7481,381450.350199999,HIGH STREET MEWS,side of number4,1579
439189.0722,391293.502599999,MEADOWHALL ROAD,outside Sainsbury Petrol Station,1580
432180.1024,380462.6829,ROSAMOND DRIVE,Jct Prospect Road,1581
437444.3101,383275.367799999,MORLAND ROAD,O/s 146,1582
441775.2923,385684.0583,BEAVER DRIVE,Jct Beaver Avenue,1583
435485.028,384320.398600001,CYPRUS ROAD,halfway up road,1584
436172.8475,390066.1339,CRABTREE CLOSE,Opp Hampton Road,1585
431569.3166,382506.957699999,WHIRLOW PARK ROAD,o/s 61,1586
435012.957,395672.519099999,REDWOOD GLEN,Adj No .9,1587
430199.6635,386094.150900001,HALLAM GRANGE RISE,o/s 18,1588
437623.9782,383235.0593,MORLAND DRIVE,Adj no14,1589
436925.7617,385092.6176,FRAMLINGHAM ROAD,Framlingham Road at the junction with Framlingham Place,1592
436781.7617,384876.1995,EASTERN AVENUE,Opp East Bank Place,1593
431819.2738,386926.2127,CARDONESS ROAD,Junction Barholm road,1594
435614.3435,384734.0602,KENT ROAD,opp jct Nicholson Road,1595
439236.2999,388133.3672,BODEN PLACE,Adj no14,1596
429806.0278,386383.868000001,WESTMINSTER CRESCENT,opp 132-142 nr jct Westminster Avenue,1599
435507.8916,390627.783199999,BISHOPSHOLME ROAD,jct Bishopsholme Close,1601
435708.2136,384962.2149,BRADWELL STREET,side of 2 [junction with Richards Road],1603
441904.1709,383727.8882,CARR FORGE ROAD,Jct Rainbow Avenue,1604
431478.7775,386742.305400001,CARDONESS ROAD,jct Cardoness Drive,1606
433794.7987,397943.8989,DOWLAND AVENUE,Top (Jct Greaves Lane),1607
436241.6773,386144.6065,PARK GRANGE CROFT,opp 81-91,1608
431571.988,387373.2947,DEN BANK DRIVE,o/s 52,1610
433911.4581,384473.5748,OAK HILL ROAD,jct Brincliffe Edge Rd,1611
426534.0083,398177.5221,ALPINE ROAD,10m west of Alpine Lodge,1612
435896.4236,384328.306399999,STANLEY ROAD,jct Carrfield Avenue,1613
438182.3173,386295.783199999,RAYNALD ROAD,o/s 101,1614
435804.7797,393184.201400001,TUNWELL GREAVE,Outside No.20 tunwell greave / Outside No. 15 High Greave Avenue,1616
425660.4193,398751.9176,GODDARD AVENUE,jct Winston Avenue,1617
435924.432,393152.3105,TUNWELL GREAVE,o/s 25,1618
432581.5462,389497.456700001,DYKES LANE,junction with Bankfield Road,1619
434759.3802,383917.8938,NEWSHAM ROAD,side of No 30 - top of road,1620
435320.943,384451.5011,BROOKLYN PLACE,Jct Brooklyn Road,1621
440964.8688,385088.9386,CARDWELL DRIVE,outside 14,1622
429997.5935,386464.774800001,WESTMINSTER AVENUE,opp 181/191,1623
435250.0685,380671.773,BATEMOOR ROAD,On bus gate slip road from chesterfield road south,1624
444240.1286,383790.280400001,MANVERS ROAD,o/s Flats at No.1 - bottom of hill,1626
435921.3566,386253.0854,FARM ROAD,jct Norfolk Park Road,1627
431574.3131,388449.1468,ROSCOE MOUNT,junction of Stannington Road,1628
431751.6231,385904.915100001,HANGINGWATER ROAD,jct Graham Road,1630
433366.0061,397503.684900001,POTTER HILL LANE,Junction with thompson hill,1631
433486.3098,385706.3519,LESCAR LANE,Opp The Lescar PH,1632
437254.8221,382422.211999999,LIGHTWOOD LANE,entrance of NHS building,1633
439584.9588,390801.8533,VULCAN ROAD,outside unit 11,1634
438535.849,384548.813200001,PENTHORPE CLOSE,Opp 39 (Bin 2 of 2),1637
442149.5933,383126.930299999,VALLEY ROAD,junction Westfield Avenue,1639
433298.7676,388588.796800001,GREENHOW STREET,o/s 292,1641
436898.1985,394244.3379,BUTTERTHWAITE LANE,"Junction of Loicher Lane, Jumble Lane & Butterthwaite Lane",1642
436360.6535,386971.0699,DUKE STREET,O/S GILBERT COURT,1643
436423.4067,388539.9608,CARLISLE STREET,Adj Brass Foundary,1646
433709.3304,394107.4871,NETHER CRESCENT,outside 26,1648
431592.848,382746.609099999,WHIRLOWDALE CLOSE,Betw 4 & 6,1649
441943.9038,385075.602499999,TITHE BARN WAY,o/s 1 Tithe Barn Avenue (grassed area),1651
433217.8671,389774.417400001,PROCTOR PLACE,END OF CUL DE SAC,1652
434828.177,396494.9037,MARRICK COURT,jct Ancliffe Drive off Sherburn Gate,1653
440370.0041,383596.5658,EAST GLADE WAY,Jct East Glade Crescent,1654
429659.9171,395424.5701,MAIN ROAD,Located at the bottom of the drive on grove barn,1655
440497.1594,385897.5572,RICHMOND AVENUE,opp 27,1657
435096.7433,395682.066400001,PINE CROFT,outside 33,1658
442324.8916,381531.8368,WESTFIELD CRESCENT,opp Ash St Jct (o/s 7),1659
430655.1124,386445.8202,CARSICK VIEW ROAD,jct Tom Lane/Pitchford Lane (Opp Hillcote Rise),1660
430657.2314,388944.8649,GREAVES LANE,near Clarke Grove,1661
442741.8773,381365.2345,MOSSDALE AVENUE,jn Killdale Gardens,1662
430866.7961,385419.8039,OLD FULWOOD ROAD,JCT WOOFINDIN ROAD,1663
438635.4988,382340.395400001,STONELEY CRESCENT,jct Stoneley Close,1664
434134.6024,381421.5584,WESTWICK GROVE,Jct Westwick Road,1665
436868.2524,384642.386499999,DARESBURY DRIVE,o/s No 48,1666
442257.1667,384829.9428,BEAVER HILL ROAD,Jct Tannery Street,1667
433665.3265,386903.009400001,BEECH HILL ROAD,Jct Broomfield Rd,1668
440708.0021,386290.004799999,ASHBOURNE ROAD,"side of 63, bottom of gennel",1669
431111.1962,387962.5561,LONG LANE,junction with Roscoe Bank,1670
433419.904,387950.5595,BATES STREET,Jct Springvale Road,1672
431826.6037,390478.9957,ALDENE ROAD,Jct Bland Lane,1673
438053.3893,392090.5644,STANDON ROAD,Jct Standon Crescent - Side of 78 Standon Crescent,1674
430141.1978,385235.196799999,WHITFIELD ROAD,opp No 3 on hardstanding,1675
438224.7794,392056.7741,STANDON DRIVE,Adj no154,1676
435503.2578,387249.450200001,NORFOLK STREET,o/s ruskin building,1677
441155.4286,382367.1077,MOOR VALLEY CLOSE,side of No 2,1678
436272.7282,387541.216700001,OLD STREET,opp No 1,1679
433287.8594,388823.919500001,PALM STREET,opp 45,1680
433836.1724,393675.3508,MIDDLETON LANE,Wheel Lane Jn,1681
438958.2517,385519.465399999,NODDER ROAD,Junction with woodrove avenue,1682
434657.2404,384318.6391,CHESTERFIELD ROAD,Opposite Derbyshire Lane,1684
430497.7884,381331.7541,MEADWAY DRIVE,side of lamp o/s 10-12,1685
434711.2538,391398.942399999,SOUTHEY GREEN CLOSE,adj 258 Southey Green Road,1686
439147.2038,387831.8235,KIRBY CLOSE,outside 10,1687
433772.3309,387234.5145,NORTHUMBERLAND ROAD,junction Whitham Road,1688
436874.2383,389445.231699999,GARTER STREET,Jct Petre Street,1689
428394.8526,397704.887399999,WEBB AVENUE,junction Helliwell Lane,1690
432326.1637,388580.169299999,RIVELIN ROAD,jct Rivelin Terrace,1691
430693.0397,379440.805400001,TOTLEY HALL CROFT,o/s 7,1692
434735.3788,397296.3443,IRONSTONE CRESCENT,opp 17,1693
433007.1893,386763.0494,SALE HILL,jct Manchester Rd,1695
432447.3496,389601.096999999,HIBBERD PLACE,o/s 25,1696
435152.1584,383134.2182,CHERRY BANK ROAD,jct Cavill Road,1697
439993.6913,386384.3978,RICHMOND PARK VIEW,O/S 67-73 RICHMOND PARK GROVE,1698
431345.5209,387435.8168,HAGG LANE,o/s 48,1699
435257.4066,382806.362,COBNAR AVENUE,o/s 24 which is opposite 21,1702
436347.9479,384447.5022,ABNEY ROAD,junction Callow Road,1703
443383.2771,381501.195599999,GARLAND WAY,Jct Westfield Southway,1704
436725.2418,383641.343,GAUNT PLACE,End of cul-de-sac,1705
442369.9261,384908.020400001,TILFORD ROAD,opp Brockwood Park Training Centre,1706
426530.3475,398512.756100001,PARK GROVE,outside 4 in cul de sac,1707
439448.7422,384813.5974,HUNTERS LANE,Opp no 11 - entance to flats,1708
427896.9993,390491.702099999,BRIERS HOUSE LANE,1st right hand bend up - approx 100m from New Road,1709
438358.9018,385550.046599999,FRETSON ROAD SOUTH,Jct Fretson Green adj L/col 7,1710
435405.9084,391052.591600001,EVERINGHAM ROAD,Nr old peoples bungalow's - [Everingham Road at the junction with Everingham Place],1711
432826.3586,389743.836200001,HAWTHORN ROAD,Beechwood Road junction of Hawthorne Road junction opposite No 95,1713
431358.5975,389910.318499999,KESWICK CLOSE,end of cul de sac o/s 10/11,1715
431380.7768,386990.124399999,BARNFIELD CLOSE,Jct Barnfield Drive,1716
443279.2904,383509.8706,SEVENAIRS ROAD,side of 68,1717
432990.4271,388776.933,BELLHAGG ROAD,Junction Compton Street (Re-opened as per DH) From enquiry 1529439.,1718
435345.4968,383514.8292,BRINDLEY CLOSE,top of cul de sac,1719
441011.9398,384530.6085,COISLEY HILL,Jct Coisley Road,1720
435338.2082,388965.7589,WOODSIDE LANE,"Jct Wood Fold Lane, near new housing development.",1721
431173.2321,389900.351399999,AUCKLAND AVENUE,"bottom of hill, top of steps",1722
431874.8538,390377.2849,BLAND LANE,Jct Luke Lane,1723
435346.544,389909.558700001,FIRSHILL GLADE,outside flat 21,1724
432842.1396,390049.818600001,LEADER COURT,Leader Court - Rear of surgery,1726
435781.8667,390022.7064,NORWOOD DRIVE,o/s 25,1729
438646.8028,385611.799000001,HASTILAR CLOSE,On pebbled area - adj 44,1731
441683.2362,382496.7206,MOORTHORPE DELL,opp No. 6,1732
429543.4061,385695.645,MOORSIDE,Adj L/col 11,1733
438066.0619,392008.4779,STANDON CRESCENT,Opp 67,1734
429622.7978,385654.556700001,CRIMICAR DRIVE,o/s 47,1735
432567.1998,387392.4892,FORRES AVENUE,junction Cross Lane,1736
433302.4779,389622.910800001,LANGSETT ROAD,Hillsborough Corner on Bridge [Rudyard Rd/River Loxley/Bradfield Rd],1737
435267.7129,389653.3621,SHIRECLIFFE ROAD,opposite Batworth Road,1738
443396.0734,382645.687999999,BECKTON GROVE,opposite 15 Beckton Grove,1739
433256.9074,384503.2863,WYATT AVENUE,jct Bannerdale Road,1740
444073.9411,383931.4999,ROSEMARY ROAD,Adj no76,1741
430399.3012,392921.0967,NAYLOR ROAD,jct Haggstones Road,1742
431874.6064,386927.7623,CARDONESS ROAD,Jct Watt Lane,1743
433677.7436,380680.680500001,FOX LANE,Opp no22,1745
426439.8662,398250.7711,ARTHUR ROAD,On Arthur Road junction to Moorland Drive/Alpine Rd,1746
433435.6604,389213.717900001,CARNABY ROAD,Opposite 3,1747
433039.7408,388322.793,NORTHFIELD CLOSE,Opp No. 1,1748
443555.1784,384055.7444,Woodhouse Lane Mews Court,Opp no202,1749
428818.3025,397703.097899999,THE ROOKERY,opp Rookery Bank,1750
432797.0227,383419.046599999,PINGLE ROAD,Outside 103,1751
434172.9832,384418.250600001,RUPERT ROAD,junction Brincliffe Edge Road,1752
430427.7301,392183.7678,BRIARFIELDS LANE,Opp No 31,1753
432579.3118,387122.7565,EVELYN ROAD,Jct Ryegate Crescent,1754
436583.2866,389095.061899999,LYONS STREET,jct with Petre Street,1755
433794.1061,393822.128799999,SWIFT ROAD,Jct Grenobank Road,1757
431523.7379,383538.7424,BROAD ELMS LANE,Jct Broad Elms Close,1758
438004.8176,390730.323799999,BEACON ROAD,Adj no90 Baxter Road,1759
428623.9581,397963.453299999,ST JOHN'S ROAD,nr village hall,1760
434329.2766,380523.385500001,GRESLEY ROAD,Entrance to hall (opp 31),1761
433357.9507,389553.0108,FORBES ROAD,Jct Langsett Road,1762
432494.1403,383684.250700001,DERRIMAN CLOSE,Jct Silverdale Road,1763
433864.9065,388556.1062,HAROLD STREET,jct Wales Place,1764
430754.0284,391997.021199999,KIRK EDGE ROAD,Jct Worrall Road,1765
433698.4634,398152.2193,GREAVES LANE,20metres above Recycling Site,1766
433054.5324,389917.9363,MINTO ROAD,JCT MIDDLEWOOD ROAD,1768
428014.3678,386167.6599,REDMIRES ROAD,o/s Three Merry Lads PH,1769
435576.6883,387047.418,HOWARD STREET,Howard Square/Arundel Gate,1771
427729.2865,386120.783299999,REDMIRES ROAD,junction Redmires Lane,1772
431164.3274,390088.807399999,SOUTH VIEW RISE,Opp 8,1775
430320.0661,379740.129699999,LANE HEAD ROAD,jct Baslow Rd,1776
443365.0802,381765.639900001,SHORTBROOK ROAD,junction Westfield Centre,1777
435732.2562,390698.6129,LONGLEY LANE,o/s no 2,1779
433100.5728,383961.9812,OLIVER ROAD,o/s 20,1780
423206.6562,399497.6742,MIDHOPE HALL LANE,Outside driveway of High Midhope Hall Farm [jnc Chapel Lane],1781
426975.9436,398176.522399999,OLIVE ROAD,opp sheldon road,1782
432172.2861,388794.088,IVANHOE ROAD,jct Rivelin Park Road,1784
432883.2907,384511.244000001,CARTER KNOWLE AVENUE,end of cul de sac,1785
433041.2166,383977.636700001,SPRINGFIELD GLEN,o/s 14,1786
430401.7335,388865.1677,GREAVES CLOSE,Jct Greaves Lane,1788
433833.4763,396676.1818,SPRINGWOOD LANE,Jct Springwood Gardens,1789
432347.5761,390486.6735,DYKES HALL ROAD,Adj no259,1790
430994.3225,388928.7095,WEBBS AVENUE,jct High Matlock Avenue,1791
429685.5675,386198.3211,WESTMINSTER CRESCENT,opp Westminster Close,1792
434669.1297,382224.498600001,MEADOW HEAD,Adj 63,1793
430564.7466,392311.291300001,WALSHAW ROAD,top o/s 44,1794
434850.5376,380513.4683,LOWEDGES CRESCENT,jct Lowedges Drive,1795
431137.5969,389036.6986,MYERS GROVE LANE,above 396 - Jct Ashurst Road,1796
430688.4884,388820.350500001,POND ROAD,jct Cliff Road,1797
429971.0197,388619.548,HIGHFIELD RISE,o/s 44 off Bankfield,1798
434764.9868,387080.908399999,DEVONSHIRE STREET,Rear of L/col 12 adjacent Devonshire Green car park,1799
432722.7594,389755.9827,KENDAL ROAD,junction Hawthorne Road/Oakland Road opposite Working Men's Club,1800
434860.3574,387655.9038,HOLLIS CROFT,Jct Solly Street,1801
434359.0907,381728.750499999,GLEN VIEW ROAD,opp No 2,1802
436503.3178,384386.0098,CALLOW MOUNT,o/s Handbank Flats 98-192,1803
433310.3272,388833.866699999,PALM STREET,jct Palm Lane,1804
432518.9332,384462.9978,WEETWOOD DRIVE,o/s 6,1805
